ANALS_YM,CMPNM_NM,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE,VARTION_RT,RANK_CO,GID_ID
202209,주식회사 베드라디오,제주시,건입동,제주시내,한식,가정식,0.15,0.22,0.06,0.45,0.06,0.46,-0.33,10283,다다09b03a
202209,해진횟집,제주시,건입동,제주시내,아시아음식,회,0.58,0.05,0.38,0.37,0.4,0.34,-0.07,4711,다다09b03a
202209,교촌치킨탑동점,제주시,건입동,제주시내,패스트푸드,치킨,1.22,1.79,0.05,0.31,0.14,0.85,-0.39,10735,다다09a03a
202209,영천횟집,제주시,건입동,제주시내,한식,회,0.56,0.11,0.32,0.31,0.34,0.31,-0.16,7693,다다09b03a
202209,안전,제주시,건입동,제주시내,한식,가정식,1.42,2.63,0.04,0.29,0.15,1.1,-0.7,11958,다다10b02b
202209,소라횟집,제주시,건입동,제주시내,한식,회,0.64,0.14,0.43,0.29,0.45,0.3,-0.16,7616,다다09b03a
202209,신해조,제주시,건입동,제주시내,한식,가정식,0.54,0.39,0.12,0.29,0.15,0.38,-0.18,8085,다다09b03a
202209,소완도식당,제주시,건입동,제주시내,한식,가정식,0.26,0.48,0.04,0.29,0.06,0.41,-0.29,9829,다다10a03a
202209,세리빠,제주시,건입동,제주시내,양식,양식,0.63,0.28,0.19,0.28,0.22,0.34,-0.23,9178,다다09a03a
202209,건입동마을협동조합,제주시,건입동,제주시내,한식,가정식,0.58,0.45,0.07,0.27,0.11,0.38,-0.25,9384,다다10a03a
202209,김밥천국탑동본점,제주시,건입동,제주시내,간식,분식,0.57,1.42,0.02,0.26,0.07,0.69,-0.3,9937,다다09b03a
202209,신도원,제주시,건입동,제주시내,한식,가정식,0.73,0.61,0.07,0.25,0.12,0.42,-0.3,9950,다다09b03a
202209,해동이네,제주시,건입동,제주시내,한식,가정식,1.15,1.87,0.03,0.24,0.12,0.81,-0.53,11431,다다10b03a
202209,서부두,제주시,건입동,제주시내,한식,가정식,0.77,0.33,0.07,0.22,0.13,0.3,-0.06,4105,다다09b03a
202209,화로향,제주시,건입동,제주시내,한식,단품요리 전문,0.35,0.14,0.14,0.22,0.15,0.24,-0.14,7096,다다09b03a
202209,칠성골흑돼지,제주시,건입동,제주시내,한식,돼지고기,0.18,0.05,0.11,0.22,0.12,0.21,-0.12,6498,다다09b03a
202209,정주네 식당,제주시,건입동,제주시내,한식,가정식,0.17,0.17,0.03,0.21,0.04,0.24,-0.12,6499,다다09b03a
202209,동문카페,제주시,건입동,제주시내,음료,커피,0.79,0.78,0.06,0.2,0.12,0.43,-0.25,9385,다다09a03a
202209,끄띠탑동,제주시,건입동,제주시내,한식,단품요리 전문,0.08,0.08,0.07,0.2,0.07,0.2,-0.03,2412,다다09b03a
202209,르부이부이,제주시,건입동,제주시내,한식,가정식,0.65,0.2,0.13,0.19,0.17,0.23,-0.14,7200,다다10b03a
202209,공차 제주탑동점,제주시,건입동,제주시내,음료,커피,0.64,2.6,0.01,0.19,0.06,1.01,-0.56,11549,다다09a03a
202209,복희해장국,제주시,건입동,제주시내,한식,해장국,0.27,0.28,0.03,0.19,0.05,0.25,-0.11,6132,다다09b03a
202209,대돈앤엘리팝,제주시,건입동,제주시내,주점및주류판매,돼지고기,0.19,0.11,0.08,0.19,0.09,0.2,-0.12,6712,다다09b03a
202209,전설의짬뽕 동문로점,제주시,건입동,제주시내,아시아음식,중식,0.92,1.4,0.02,0.18,0.09,0.61,-0.36,10494,다다10b02b
202209,꽃진미,제주시,건입동,제주시내,한식,가정식,0.75,1.29,0.02,0.18,0.08,0.57,-0.35,10415,다다10b03a
202209,금보식당,제주시,건입동,제주시내,한식,가정식,0.88,0.39,0.07,0.17,0.13,0.27,-0.15,7503,다다09b03a
202209,호텔더블류탑동점,제주시,건입동,제주시내,한식,단품요리 전문,0.12,0.08,0.08,0.17,0.09,0.17,-0.06,4513,다다09b03a
202209,질레,제주시,건입동,제주시내,한식,가정식,0.47,0.81,0.03,0.16,0.07,0.4,-0.26,9491,다다10b03a
202209,하노이안브라더스,제주시,건입동,제주시내,한식,단품요리 전문,1.21,1.54,0.03,0.15,0.12,0.62,-0.32,10187,다다11a02a
202209,휘슬피쉬본점,제주시,건입동,제주시내,한식,단품요리 전문,0.26,0.14,0.06,0.15,0.08,0.17,-0.04,3435,다다09b03a
202209,유달산,제주시,건입동,제주시내,한식,가정식,0.12,0.2,0.04,0.15,0.05,0.19,-0.1,5922,다다09b03a
202209,우정회관,제주시,건입동,제주시내,한식,가정식,1.51,0.11,0.21,0.14,0.32,0.15,-0.03,2413,다다09b03a
202209,블랙데이,제주시,건입동,제주시내,아시아음식,중식,0.7,1.82,0.02,0.14,0.07,0.71,-0.52,11392,다다10a02b
202209,조약돌,제주시,건입동,제주시내,한식,가정식,1.43,1.59,0.02,0.12,0.14,0.62,-0.37,10580,다다10b03a
202209,정말맛있는식당,제주시,건입동,제주시내,한식,가정식,0.69,1.74,0.01,0.12,0.06,0.67,-0.43,11015,다다10b02b
202209,서부두한라,제주시,건입동,제주시내,아시아음식,일식,0.31,0.17,0.07,0.12,0.09,0.16,-0.1,5923,다다09b03a
202209,이퀄,제주시,건입동,제주시내,한식,단품요리 전문,0.21,0.61,0.01,0.12,0.03,0.31,-0.17,7838,다다09b03a
202209,뱃머리,제주시,건입동,제주시내,한식,가정식,0.01,0.03,0.06,0.12,0.06,0.12,-0.03,2414,다다09b03a
202209,하나로식당,제주시,건입동,제주시내,한식,단품요리 전문,1.01,1.87,0.02,0.11,0.1,0.71,-0.44,11038,다다10a03a
202209,맛고을명가,제주시,건입동,제주시내,한식,가정식,0.4,0.33,0.05,0.11,0.08,0.21,-0.11,6133,다다09b03a
202209,속초식당,제주시,건입동,제주시내,한식,가정식,0.28,0.22,0.04,0.11,0.06,0.17,-0.07,4712,다다09b03a
202209,서부두초가장,제주시,건입동,제주시내,한식,단품요리 전문,0.09,0.03,0.08,0.11,0.08,0.11,-0.07,4713,다다09b03a
202209,제주이디오라커피,제주시,건입동,제주시내,한식,커피,0.05,0.22,0.01,0.11,0.01,0.17,-0.08,5285,다다10a03a
202209,대진횟집,제주시,건입동,제주시내,한식,회,0.55,0.08,0.08,0.1,0.12,0.12,-0.04,3086,다다09b03a
202209,주식회사 제로포인트트레일,제주시,건입동,제주시내,한식,단품요리 전문,0.02,0.08,0.03,0.1,0.03,0.12,-0.09,5385,다다09b02b
202209,슬기식당,제주시,건입동,제주시내,한식,가정식,1.2,1.85,0.01,0.09,0.11,0.68,-0.56,11550,다다10b02b
202209,오솔길,제주시,건입동,제주시내,한식,가정식,0.53,0.25,0.04,0.09,0.08,0.16,-0.09,5386,다다10b03a
202209,손가네국수,제주시,건입동,제주시내,한식,면류,0.11,0.22,0.01,0.09,0.02,0.15,0,659,다다09a03a
202209,해금,제주시,건입동,제주시내,아시아음식,일식,0,0,0.05,0.09,0.04,0.08,-0.06,4106,다다09b03a
202209,호식이두마리치킨건입점,제주시,건입동,제주시내,패스트푸드,치킨,0.53,0.59,0.01,0.08,0.05,0.26,-0.18,8086,다다10b02b
202209,한끼정식뷔페,제주시,건입동,제주시내,한식,뷔페,0.48,1.09,0.01,0.08,0.05,0.43,-0.27,9624,다다09b03a
202209,키친테왁,제주시,건입동,제주시내,한식,가정식,0.31,0.28,0.04,0.08,0.06,0.16,-0.05,3798,다다11a02a
202209,돈떵이서부두점,제주시,건입동,제주시내,한식,돼지고기,0.09,0.03,0.06,0.08,0.06,0.08,-0.02,2170,다다09b03a
202209,동서지간,제주시,건입동,제주시내,한식,가정식,1.54,2.23,0.01,0.07,0.13,0.79,-0.51,11354,다다10b02b
202209,사라봉주물럭,제주시,건입동,제주시내,한식,가정식,0.41,0.22,0.05,0.07,0.08,0.14,-0.11,6364,다다10b02b
202209,대궁갈비,제주시,건입동,제주시내,한식,갈비,1.56,0.84,0.03,0.06,0.16,0.33,-0.13,6830,다다10b03a
202209,팔복고기상회,제주시,건입동,제주시내,한식,단품요리 전문,1.28,1.68,0.01,0.06,0.11,0.6,-0.58,11606,다다10b02b
202209,목포세발낙지,제주시,건입동,제주시내,한식,낙지,0.93,0.39,0.04,0.06,0.11,0.18,-0.12,6500,다다09a03a
202209,모음해장국,제주시,건입동,제주시내,한식,해장국,0.38,0.73,0.01,0.06,0.04,0.29,-0.15,7365,다다10b03a
202209,비스트로올댓제주,제주시,건입동,제주시내,한식,단품요리 전문,0.29,0.08,0.06,0.06,0.08,0.08,-0.06,4107,다다09b03a
202209,우도흑돼지,제주시,건입동,제주시내,한식,돼지고기,0.28,0.08,0.03,0.06,0.05,0.08,-0.06,4108,다다10b03a
202209,가본,제주시,건입동,제주시내,한식,가정식,0.21,0.11,0.04,0.06,0.05,0.09,-0.05,3711,다다09b03a
202209,금항아리,제주시,건입동,제주시내,한식,가정식,0.15,0.31,0.01,0.06,0.02,0.15,-0.11,6134,다다10b03a
202209,빵육사도너츠,제주시,건입동,제주시내,간식,베이커리,0.11,0.7,0,0.06,0.01,0.28,-0.18,8226,다다10b02b
202209,탕앤돈,제주시,건입동,제주시내,아시아음식,돼지고기,0.09,0.14,0.01,0.06,0.01,0.1,0.04,205,다다09a03a
202209,탑고향,제주시,건입동,제주시내,한식,가정식,0.07,0.05,0.03,0.06,0.03,0.07,-0.03,2988,다다09b03a
202209,임춘식당,제주시,건입동,제주시내,한식,단품요리 전문,1.34,0.53,0.03,0.05,0.14,0.22,-0.09,5387,다다10a02b
202209,수빈이네제주밥상,제주시,건입동,제주시내,한식,가정식,0.98,1.42,0.01,0.05,0.08,0.51,-0.32,10188,다다10b03a
202209,전통탑향,제주시,건입동,제주시내,한식,가정식,0.95,0.87,0.01,0.05,0.08,0.33,0.01,428,다다09b03a
202209,돈물국수,제주시,건입동,제주시내,한식,면류,0.8,1.48,0,0.05,0.07,0.52,-0.15,7504,다다10a02b
202209,항운노조구내매점,제주시,건입동,제주시내,한식,구내식당/푸드코트,0.43,1.42,0.01,0.05,0.04,0.51,-0.17,7839,다다11a03b
202209,통영아나고,제주시,건입동,제주시내,한식,단품요리 전문,0.32,0.39,0.01,0.05,0.04,0.17,-0.14,7201,다다09b03a
202209,스페샬동문점,제주시,건입동,제주시내,주점및주류판매,꼬치구이,0.15,0.14,0.02,0.05,0.03,0.09,-0.06,4109,다다10a02b
202209,오동도식당,제주시,건입동,제주시내,한식,가정식,0.04,0.08,0.01,0.05,0.02,0.07,-0.07,4714,다다09b03a
202209,해금강,제주시,건입동,제주시내,한식,가정식,0.43,0.03,0.13,0.04,0.16,0.05,-0.03,2806,다다09b03a
202209,선미뷔페,제주시,건입동,제주시내,한식,뷔페,0.33,0.67,0,0.04,0.03,0.25,-0.18,8087,다다10a03a
202209,추자집,제주시,건입동,제주시내,한식,가정식,0.31,0.2,0.01,0.04,0.03,0.1,-0.03,2415,다다09b03a
202209,더스카이,제주시,건입동,제주시내,한식,가정식,0.18,0.14,0.02,0.04,0.03,0.08,-0.05,3799,다다09b03a
202209,커피동굴,제주시,건입동,제주시내,한식,커피,0.03,0.05,0,0.04,0.01,0.05,-0.02,2171,다다10b02b
202209,파티올레키친,제주시,건입동,제주시내,한식,가정식,0.02,0.08,0,0.04,0.01,0.06,0,660,다다10a03a
202209,팔팔수제치킨,제주시,건입동,제주시내,패스트푸드,치킨,0,0,0,0.04,0,0.04,0.02,379,다다09b03a
202209,거제도횟집,제주시,건입동,제주시내,한식,회,0.8,0.08,0.01,0.03,0.07,0.05,0.01,596,다다09b03a
202209,들물갈비,제주시,건입동,제주시내,한식,갈비,0.68,0.2,0.02,0.03,0.08,0.09,-0.06,4110,다다10b03a
202209,인풍,제주시,건입동,제주시내,한식,가정식,0.62,0.67,0.01,0.03,0.06,0.24,-0.12,6501,다다10a02b
202209,천궁,제주시,건입동,제주시내,한식,가정식,0.13,0.03,0.05,0.03,0.06,0.04,0,661,다다09b03a
202209,제주갈치수산,제주시,건입동,제주시내,한식,회,7.24,0.14,0.02,0.02,0.6,0.06,-0.05,3712,다다09b03a
202209,화룡각,제주시,건입동,제주시내,아시아음식,중식,0.79,1.12,0,0.02,0.07,0.38,-0.18,8088,다다09b03a
202209,신동양,제주시,건입동,제주시내,아시아음식,중식,0.63,1.31,0,0.02,0.05,0.44,-0.23,9132,다다10b03a
202209,일출봉,제주시,건입동,제주시내,한식,단품요리 전문,0.3,0.48,0,0.02,0.03,0.17,-0.07,4715,다다10b02b
202209,레이나,제주시,건입동,제주시내,한식,단품요리 전문,0.27,0.17,0.01,0.02,0.03,0.07,-0.03,2989,다다10b03a
202209,로또휴게음식점,제주시,건입동,제주시내,한식,단품요리 전문,0.06,0.36,0,0.02,0.01,0.14,-0.08,5286,다다12a01b
202209,달콤해,제주시,건입동,제주시내,한식,단품요리 전문,0.01,0.03,0,0.02,0,0.03,-0.01,1177,다다10a02b
202209,요강깨는장어,제주시,건입동,제주시내,한식,장어,0.82,0.25,0.01,0.01,0.07,0.09,-0.03,2416,다다09a03a
202209,미녀,제주시,건입동,제주시내,한식,단품요리 전문,0.81,0.39,0,0.01,0.07,0.14,-0.1,5924,다다10a02b
202209,만옥,제주시,건입동,제주시내,한식,단품요리 전문,0.5,0.28,0.01,0.01,0.05,0.1,-0.06,4434,다다09a03a
202209,제주가마골앤드코다리냉면,제주시,건입동,제주시내,한식,면류,0.46,0.2,0,0.01,0.04,0.07,-0.05,3800,다다11b02a
202209,기분,제주시,건입동,제주시내,한식,단품요리 전문,0.45,0.14,0.02,0.01,0.06,0.05,-0.01,1562,다다10a03a
202209,텀,제주시,건입동,제주시내,한식,단품요리 전문,0.38,0.48,0,0.01,0.03,0.16,-0.08,5146,다다11b02a
202209,건입떡집,제주시,건입동,제주시내,간식,떡/한과,0.37,0.42,0.01,0.01,0.03,0.15,-0.14,7097,다다10a02b
202209,엄마가만든탕,제주시,건입동,제주시내,한식,단품요리 전문,0.23,0.17,0,0.01,0.02,0.06,-0.02,1815,다다10b02b
202209,컨츄리,제주시,건입동,제주시내,한식,단품요리 전문,0.13,0.14,0,0.01,0.01,0.05,0,662,다다10a02b
202209,어하영,제주시,건입동,제주시내,한식,단품요리 전문,0.13,0.08,0,0.01,0.01,0.04,0.09,104,다다10b03a
202209,가자우리집,제주시,건입동,제주시내,한식,단품요리 전문,0.09,0.08,0,0.01,0.01,0.04,0.04,225,다다10a03a
202209,몽티죠(_mon.tresor),제주시,건입동,제주시내,한식,단품요리 전문,0.05,0.17,0,0.01,0.01,0.06,-0.05,3713,다다10a02b
202209,모미국수,제주시,건입동,제주시내,한식,면류,0.04,0.08,0,0.01,0,0.04,-0.03,2417,다다10b02b
202209,청춘테이블,제주시,건입동,제주시내,한식,단품요리 전문,0.03,0.05,0,0.01,0,0.03,-0.02,1816,다다10a02b
202209,동양수산,제주시,건입동,제주시내,한식,회,0,0,0.01,0.01,0.01,0.01,-0.01,1268,다다09b03a
202209,아빠가만든찜,제주시,건입동,제주시내,한식,가정식,0.64,0.78,0,0,0.05,0.25,-0.17,7840,다다10b02b
202209,과수원집,제주시,건입동,제주시내,한식,가정식,0.54,0.11,0,0,0.04,0.04,0.03,258,다다11a02a
202209,맘스터치 일도동문점,제주시,건입동,제주시내,패스트푸드,햄버거,0.48,0.89,0,0,0.04,0.29,-0.2,8524,다다10a02b
202209,새힘회센타,제주시,건입동,제주시내,한식,회,0.35,0.03,0,0,0.03,0.01,-0.01,1269,다다09a03a
202209,제주어멍돔베고기,제주시,건입동,제주시내,한식,단품요리 전문,0.29,0.22,0,0,0.02,0.07,-0.01,1677,다다10b02b
202209,한국맥도날드 유한회사 제주탑동점,제주시,건입동,제주시내,패스트푸드,햄버거,0.29,0.39,0,0,0.02,0.13,-0.02,2172,다다09b03a
202209,난타5000건입점,제주시,건입동,제주시내,패스트푸드,피자,0.29,0.53,0,0,0.02,0.17,-0.09,5678,다다10a02b
202209,사라봉보양탕,제주시,건입동,제주시내,한식,가정식,0.28,0.2,0,0,0.02,0.06,-0.01,1102,다다10b03a
202209,수리조아라,제주시,건입동,제주시내,한식,단품요리 전문,0.2,0.2,0,0,0.02,0.06,-0.03,2418,다다10b03a
202209,제주어우계성공맛집,제주시,건입동,제주시내,한식,가정식,0.15,0.03,0,0,0.01,0.01,0.01,509,다다10a02b
202209,돈돈촌,제주시,건입동,제주시내,한식,돼지고기,0.13,0.08,0,0,0.01,0.03,-0.03,2419,다다11b02a
202209,대지,제주시,건입동,제주시내,한식,가정식,0.12,0.03,0,0,0.01,0.01,0,663,다다10b02b
202209,자기야,제주시,건입동,제주시내,한식,단품요리 전문,0.12,0.03,0,0,0.01,0.01,0,664,다다10b02b
202209,오늘한잔,제주시,건입동,제주시내,한식,단품요리 전문,0.08,0.11,0,0,0.01,0.04,-0.04,3225,다다10b02b
202209,혜성,제주시,건입동,제주시내,한식,가정식,0.07,0.05,0,0,0.01,0.02,-0.01,1270,다다10a02b
202209,제일카페,제주시,건입동,제주시내,음료,커피,0.07,0.05,0,0,0.01,0.02,-0.02,1991,다다09b03a
202209,사라봉진가네해장국,제주시,건입동,제주시내,한식,해장국,0.06,0.14,0,0,0,0.05,0.01,597,다다10b03a
202209,뜨는정,제주시,건입동,제주시내,한식,가정식,0.03,0.03,0,0,0,0.01,0,665,다다12a01b
202209,칠성낙지,제주시,건입동,제주시내,한식,낙지,0.03,0.03,0,0,0,0.01,0,666,다다09b03a
202209,건입동백설공주,제주시,건입동,제주시내,한식,단품요리 전문,0.03,0.08,0,0,0,0.03,-0.02,1817,다다09b03a
202209,몸에조은국수,제주시,건입동,제주시내,한식,면류,0.02,0.05,0,0,0,0.02,-0.01,1271,다다10a02b
202209,먹자분식,제주시,건입동,제주시내,간식,분식,0.02,0.03,0,0,0,0.01,0,667,다다10a03a
202209,동대반점,제주시,건입동,제주시내,아시아음식,중식,0.02,0.03,0,0,0,0.01,0,668,다다10a03a
202209,승주네건입점,제주시,건입동,제주시내,한식,가정식,0.01,0.03,0,0,0,0.01,0.01,510,다다10a02b
202209,다연이네,제주시,건입동,제주시내,한식,커피,0.01,0.03,0,0,0,0.01,0.02,380,다다10b03a
202209,꾸까,제주시,건입동,제주시내,한식,단품요리 전문,0,0.03,0,0,0,0.01,-0.01,1272,다다10b03a
202209,명진전복주식회사,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.93,0.67,2.16,6.11,2.08,5.51,-2.45,12951,다다39b04b
202209,비자림휴게소,제주시,구좌읍,구좌읍,한식,가정식,0.16,0.73,0.35,5.69,0.34,5.17,-1.65,12747,다다35b00a
202209,소금바치순이네,제주시,구좌읍,구좌읍,한식,가정식,0.52,0.56,1.12,4.01,1.08,3.66,-1.76,12791,다다45a01a
202209,자보카까페,제주시,구좌읍,구좌읍,한식,커피,0.24,0.53,0.41,3.98,0.4,3.62,-1.85,12826,다다28a07b
202209,카페글렌코,제주시,구좌읍,구좌읍,음료,커피,0.78,1.2,0.62,3.54,0.64,3.46,-1.15,12505,다나28b93b
202209,풍림다방 송당점,제주시,구좌읍,구좌읍,음료,커피,0.67,1.17,0.43,3.27,0.45,3.21,-1.89,12835,다나33b98a
202209,라라라,제주시,구좌읍,구좌읍,한식,커피,0.42,1.14,0.37,3.26,0.38,3.19,-1.43,12664,다다40a03b
202209,안도르,제주시,구좌읍,구좌읍,간식,베이커리,0.4,0.73,0.39,2.95,0.39,2.79,-1.18,12531,다나32a96a
202209,꼬스덴뇨,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.88,1.7,0.34,2.91,0.38,3.08,-1.32,12610,다다44b02a
202209,가는곶세화,제주시,구좌읍,구좌읍,양식,양식,0.5,1.37,0.25,2.85,0.27,2.91,-1.32,12611,다다40b03a
202209,머문,제주시,구좌읍,구좌읍,한식,커피,0.65,1.26,0.31,2.57,0.34,2.63,-1.05,12414,다다34b07a
202209,세화소품관,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.07,0.08,0.25,2.53,0.24,2.22,-1.17,12527,다다40a03b
202209,토끼문,제주시,구좌읍,구좌읍,한식,커피,0.36,0.81,0.24,2.49,0.25,2.42,-1.15,12506,다다34b07a
202209,한라산,제주시,구좌읍,구좌읍,한식,가정식,0.06,0.22,0.24,2.48,0.23,2.22,-1.11,12481,다다40b03b
202209,몽그레,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.07,0.2,0.3,2.25,0.28,2.01,-1.17,12522,다다34a07b
202209,벵디,제주시,구좌읍,구좌읍,한식,가정식,0.19,0.22,0.49,2.16,0.47,1.95,-0.82,12175,다다38a05a
202209,김녕오라이,제주시,구좌읍,구좌읍,아시아음식,일식,0.42,0.28,0.9,2.14,0.86,1.95,-0.95,12322,다다30b07b
202209,도도톳김밥,제주시,구좌읍,구좌읍,간식,분식,0.1,0.33,0.14,2.08,0.14,1.91,-0.56,11535,다다40b03b
202209,주식회사만월당,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.5,0.42,0.56,1.96,0.56,1.84,-0.72,11996,다다34a07a
202209,친절한비자씨,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.05,0.17,0.12,1.93,0.11,1.73,-1.09,12455,다다35b00a
202209,덕천연수원,제주시,구좌읍,구좌읍,한식,가정식,0.27,0.28,0.42,1.91,0.41,1.75,-1.22,12553,다나30b99a
202209,르 바게트,제주시,구좌읍,구좌읍,한식,단품요리 전문,0.23,0.53,0.18,1.88,0.18,1.8,-1.05,12420,다다34a07a
202209,산도롱맨도롱,제주시,구좌읍,구좌읍,한식,가정식,0.83,0.59,0.52,1.86,0.55,1.8,-0.83,12187,다다45a00b
202209,청파식당횟집,제주시,구좌읍,구좌읍,한식,회,0.42,0.17,0.69,1.8,0.68,1.61,-0.89,12261,다다39b03b
202209,담백,제주시,구좌읍,구좌읍,한식,가정식,0.11,0.11,0.41,1.77,0.39,1.57,-0.92,12287,다다35a07a
202209,평대스낵,제주시,구좌읍,구좌읍,간식,분식,0.6,0.81,0.25,1.7,0.28,1.74,-0.8,12135,다다38b05a
202209,평대바다상점,제주시,구좌읍,구좌읍,한식,가정식,0.08,0.11,0.26,1.62,0.24,1.44,-0.8,12128,다다40a04a
202209,귤하르방구좌점,제주시,구좌읍,구좌읍,한식,베이커리,0.05,0.22,0.13,1.62,0.12,1.48,-0.67,11887,다다39b04b
202209,해월정,제주시,구좌읍,구좌읍,한식,가정식,0.38,0.22,0.65,1.61,0.63,1.47,-0.58,11607,다다45a00a
