,음식점명,시군구명,행정동명,지역명,중분류,소분류,10월현지인매출금액,10월현지인매출수,10월외지인매출금액,10월외지인매출수,10월전체매출금액비율,10월전체매출수비율,9월현지인매출금액,9월현지인매출수,9월외지인매출금액,9월외지인매출수,9월전체매출금액비율,9월전체매출수비율,8월현지인매출금액,8월현지인매출수,8월외지인매출금액,8월외지인매출수,8월전체매출금액비율,8월전체매출수비율,현지인매출금액비율,현지인매출수비율,외지인매출금액비율,외지인매출수비율,3개월전체매출금액,3개월전체매출수
1657,바우골곱창쭈꾸미제주본점,제주시,노형동,제주시내,한식,주꾸미,0.07,0.11,0.01,0.05,0.01,0.08,0.12,0.14,0.0,0.02,0.01,0.06,0.0,0.0,0.0,0.01,0.0,0.01,0.06,0.08,0.0,0.03,0.01,0.05
1658,다희연포르테,제주시,노형동,제주시내,한식,단품요리 전문,0.04,0.03,0.01,0.05,0.01,0.05,0.02,0.03,0.0,0.01,0.01,0.02,0.0,0.02,0.0,0.01,0.0,0.01,0.02,0.03,0.0,0.02,0.01,0.03
1659,노형로 22번가,제주시,노형동,제주시내,한식,단품요리 전문,0.01,0.03,0.0,0.05,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.02
1660,미스등갈비제주점,제주시,노형동,제주시내,한식,갈비,2.17,0.73,0.02,0.03,0.17,0.29,2.62,0.95,0.01,0.03,0.22,0.34,0.65,0.6,0.01,0.02,0.06,0.1,1.81,0.76,0.01,0.03,0.15,0.24
1661,차돌집  노형점,제주시,노형동,제주시내,한식,차돌,2.11,0.73,0.01,0.03,0.16,0.29,1.52,0.87,0.01,0.02,0.13,0.3,0.58,0.62,0.01,0.02,0.06,0.1,1.4,0.74,0.01,0.02,0.12,0.23
1662,봉자네숙성뼈갈비봉자네숙성뼈갈비2,제주시,노형동,제주시내,한식,갈비,1.8,0.46,0.01,0.03,0.14,0.19,0.63,0.2,0.02,0.03,0.07,0.09,0.33,0.24,0.01,0.02,0.04,0.05,0.92,0.3,0.01,0.03,0.08,0.11
1663,어상,제주시,노형동,제주시내,한식,가정식,1.79,0.49,0.02,0.03,0.15,0.2,2.0,0.53,0.05,0.04,0.21,0.21,0.8,0.45,0.03,0.03,0.09,0.09,1.53,0.49,0.03,0.03,0.15,0.17
1664,통큰돼지,제주시,노형동,제주시내,한식,돼지고기,1.62,0.73,0.01,0.03,0.12,0.29,0.92,0.48,0.01,0.03,0.08,0.18,0.61,0.6,0.01,0.01,0.06,0.1,1.05,0.6,0.01,0.02,0.09,0.19
1665,메종드쁘띠푸르3호점,제주시,노형동,제주시내,간식,베이커리,1.45,0.65,0.01,0.03,0.11,0.26,0.3,0.17,0.01,0.01,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.27,0.01,0.01,0.05,0.11
1666,뮌헨,제주시,노형동,제주시내,주점및주류판매,맥주/요리주점,1.43,0.87,0.01,0.03,0.11,0.34,1.11,0.76,0.01,0.03,0.1,0.27,0.47,0.62,0.0,0.0,0.04,0.09,1.0,0.75,0.01,0.02,0.08,0.23
1667,신제주보쌈,제주시,노형동,제주시내,한식,보쌈,1.41,0.79,0.01,0.03,0.11,0.31,0.72,0.45,0.01,0.04,0.07,0.18,0.37,0.5,0.03,0.03,0.05,0.1,0.83,0.58,0.02,0.03,0.08,0.2
1668,아리랑양곱창,제주시,노형동,제주시내,한식,곱창,1.24,0.3,0.02,0.03,0.11,0.14,1.77,0.61,0.01,0.01,0.15,0.21,0.47,0.31,0.0,0.0,0.04,0.04,1.16,0.41,0.01,0.01,0.1,0.13
1669,춘천명동닭갈비노형점,제주시,노형동,제주시내,한식,갈비,1.21,0.87,0.01,0.03,0.09,0.34,0.79,0.73,0.01,0.03,0.07,0.26,0.37,0.71,0.0,0.01,0.03,0.11,0.79,0.77,0.01,0.02,0.06,0.24
1670,한라샘식당,제주시,노형동,제주시내,한식,단품요리 전문,1.05,1.6,0.0,0.03,0.08,0.6,0.65,1.17,0.01,0.05,0.06,0.43,0.2,0.84,0.0,0.02,0.02,0.13,0.63,1.2,0.0,0.03,0.05,0.39
1671,남문숯불바베큐앤치킨월랑점,제주시,노형동,제주시내,패스트푸드,치킨,1.05,0.98,0.01,0.03,0.08,0.38,0.76,0.73,0.01,0.07,0.07,0.3,0.44,0.84,0.01,0.03,0.04,0.15,0.75,0.85,0.01,0.04,0.06,0.28
1672,다모인식당,제주시,노형동,제주시내,한식,가정식,1.04,0.35,0.02,0.03,0.1,0.16,0.55,0.25,0.01,0.02,0.06,0.1,0.3,0.31,0.0,0.01,0.03,0.05,0.63,0.3,0.01,0.02,0.06,0.1
1673,탤러해시,제주시,노형동,제주시내,한식,단품요리 전문,1.03,0.9,0.0,0.03,0.07,0.35,0.13,0.36,0.0,0.04,0.01,0.15,0.42,0.45,0.0,0.01,0.04,0.08,0.53,0.57,0.0,0.03,0.04,0.19
1674,요리음식점현,제주시,노형동,제주시내,한식,가정식,1.01,0.24,0.03,0.03,0.1,0.12,1.07,0.31,0.06,0.04,0.14,0.14,0.81,0.47,0.01,0.01,0.07,0.08,0.96,0.34,0.03,0.03,0.1,0.11
1675,해금성,제주시,노형동,제주시내,아시아음식,중식,0.96,1.27,0.01,0.03,0.07,0.49,1.24,1.7,0.01,0.03,0.1,0.58,0.62,1.84,0.0,0.02,0.05,0.28,0.94,1.6,0.01,0.03,0.07,0.45
1676,몬테알반,제주시,노형동,제주시내,한식,단품요리 전문,0.94,0.08,0.07,0.03,0.14,0.06,0.19,0.05,0.0,0.0,0.02,0.02,0.04,0.02,0.0,0.01,0.01,0.01,0.39,0.05,0.02,0.01,0.06,0.03
1677,황금돼지등갈비,제주시,노형동,제주시내,한식,갈비,0.83,0.44,0.02,0.03,0.07,0.18,0.3,0.14,0.0,0.01,0.03,0.05,0.02,0.05,0.0,0.01,0.0,0.01,0.38,0.21,0.01,0.02,0.03,0.08
1678,치킨마루 노형제일고점,제주시,노형동,제주시내,패스트푸드,치킨,0.69,1.38,0.0,0.03,0.05,0.52,0.65,1.29,0.01,0.06,0.06,0.47,0.29,1.26,0.0,0.02,0.02,0.2,0.54,1.31,0.0,0.04,0.04,0.4
1679,떼르떼,제주시,노형동,제주시내,음료,커피,0.69,1.84,0.0,0.03,0.05,0.69,0.8,1.85,0.0,0.04,0.07,0.63,0.42,2.38,0.0,0.02,0.04,0.36,0.64,2.02,0.0,0.03,0.05,0.56
1680,땅스부대찌개노형점,제주시,노형동,제주시내,한식,부대찌개,0.66,1.66,0.0,0.03,0.05,0.62,0.58,1.65,0.01,0.09,0.05,0.62,0.16,1.12,0.0,0.04,0.02,0.19,0.47,1.48,0.0,0.05,0.04,0.48
1681,까투리월랑점,제주시,노형동,제주시내,주점및주류판매,꼬치구이,0.65,0.46,0.01,0.03,0.06,0.19,0.82,0.56,0.01,0.03,0.07,0.21,0.19,0.33,0.0,0.0,0.02,0.05,0.55,0.45,0.01,0.02,0.05,0.15
1682,원조홍가네,제주시,노형동,제주시내,한식,단품요리 전문,0.5,0.9,0.01,0.03,0.04,0.35,0.28,0.53,0.0,0.01,0.02,0.18,0.08,0.5,0.0,0.01,0.01,0.08,0.29,0.64,0.0,0.02,0.02,0.2
1683,한정식담다,제주시,노형동,제주시내,한식,가정식,0.49,0.51,0.0,0.03,0.04,0.21,0.11,0.14,0.0,0.02,0.01,0.06,0.05,0.14,0.0,0.0,0.01,0.02,0.22,0.26,0.0,0.02,0.02,0.1
1684,이모칼국수,제주시,노형동,제주시내,한식,면류,0.46,0.68,0.0,0.03,0.03,0.27,0.24,0.53,0.0,0.02,0.02,0.19,0.1,0.38,0.0,0.02,0.01,0.08,0.27,0.53,0.0,0.02,0.02,0.18
1685,굽네치킨노형점,제주시,노형동,제주시내,패스트푸드,치킨,0.36,0.54,0.01,0.03,0.03,0.22,0.29,0.5,0.0,0.02,0.03,0.18,0.1,0.36,0.01,0.03,0.01,0.08,0.25,0.47,0.01,0.03,0.02,0.16
1686,피제이피자제주1호점,제주시,노형동,제주시내,패스트푸드,피자,0.35,0.49,0.0,0.03,0.03,0.2,0.39,0.48,0.01,0.06,0.04,0.21,0.11,0.36,0.01,0.05,0.02,0.09,0.28,0.44,0.01,0.05,0.03,0.17
1687,다람쥐와도토리,제주시,노형동,제주시내,한식,가정식,0.29,0.19,0.01,0.03,0.03,0.1,0.26,0.2,0.01,0.02,0.03,0.08,0.11,0.12,0.0,0.0,0.01,0.02,0.22,0.17,0.01,0.02,0.02,0.07
1688,화락바베큐신제주점,제주시,노형동,제주시내,한식,가정식,0.28,0.35,0.01,0.03,0.03,0.16,0.2,0.28,0.01,0.05,0.02,0.14,0.09,0.29,0.01,0.03,0.01,0.07,0.19,0.31,0.01,0.04,0.02,0.12
1689,제주한라대학교(제주한라더커먼스),제주시,노형동,제주시내,한식,단품요리 전문,0.28,0.32,0.0,0.03,0.02,0.15,0.54,0.45,0.0,0.01,0.04,0.15,0.07,0.19,0.03,0.02,0.03,0.05,0.3,0.32,0.01,0.02,0.03,0.12
1690,국밥어머니솜씨,제주시,노형동,제주시내,한식,국밥,0.23,0.35,0.0,0.03,0.02,0.16,0.06,0.14,0.01,0.08,0.02,0.12,0.07,0.31,0.0,0.01,0.01,0.05,0.12,0.27,0.0,0.04,0.02,0.11
1691,활주로,제주시,노형동,제주시내,한식,가정식,0.23,0.22,0.0,0.03,0.02,0.11,0.07,0.11,0.01,0.03,0.02,0.06,0.18,0.4,0.01,0.04,0.02,0.1,0.16,0.24,0.01,0.03,0.02,0.09
1692,맛있는집밥,제주시,노형동,제주시내,한식,가정식,0.22,0.24,0.0,0.03,0.02,0.12,0.34,0.33,0.0,0.03,0.03,0.14,0.18,0.4,0.0,0.01,0.02,0.07,0.25,0.32,0.0,0.02,0.02,0.11
1693,뚱아저씨화덕피자,제주시,노형동,제주시내,패스트푸드,피자,0.22,0.19,0.0,0.03,0.02,0.1,0.31,0.33,0.0,0.0,0.03,0.11,0.08,0.19,0.0,0.01,0.01,0.03,0.2,0.24,0.0,0.01,0.02,0.08
1694,쉐프부부,제주시,노형동,제주시내,한식,단품요리 전문,0.21,0.24,0.0,0.03,0.02,0.12,0.05,0.05,0.01,0.03,0.01,0.05,0.13,0.22,0.0,0.02,0.01,0.05,0.13,0.17,0.0,0.03,0.01,0.07
1695,빈입니다,제주시,노형동,제주시내,음료,커피,0.21,0.57,0.0,0.03,0.02,0.23,0.16,0.39,0.01,0.06,0.02,0.18,0.11,0.71,0.0,0.03,0.01,0.13,0.16,0.56,0.0,0.04,0.02,0.18
1696,노형집밥,제주시,노형동,제주시내,한식,가정식,0.19,0.14,0.01,0.03,0.02,0.08,0.42,0.17,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.01,0.02,0.04
1697,미호채김밥,제주시,노형동,제주시내,한식,분식,0.15,0.3,0.0,0.03,0.01,0.14,0.07,0.25,0.0,0.04,0.01,0.12,0.05,0.38,0.0,0.0,0.0,0.06,0.09,0.31,0.0,0.02,0.01,0.11
1698,번지없는주막,제주시,노형동,제주시내,한식,단품요리 전문,0.13,0.08,0.01,0.03,0.01,0.06,0.19,0.17,0.0,0.0,0.02,0.05,0.07,0.14,0.01,0.01,0.01,0.03,0.13,0.13,0.01,0.01,0.01,0.05
1699,설심당노형점,제주시,노형동,제주시내,한식,단품요리 전문,0.13,0.3,0.0,0.03,0.01,0.14,0.1,0.25,0.0,0.05,0.01,0.13,0.19,0.98,0.01,0.09,0.02,0.21,0.14,0.51,0.0,0.06,0.01,0.16
1700,말리따제주점,제주시,노형동,제주시내,한식,단품요리 전문,0.13,0.63,0.0,0.03,0.01,0.25,0.1,0.48,0.0,0.02,0.01,0.17,0.14,1.26,0.0,0.01,0.01,0.19,0.12,0.79,0.0,0.02,0.01,0.2
1701,더스트롱홀드수,제주시,노형동,제주시내,한식,단품요리 전문,0.11,0.41,0.0,0.03,0.01,0.17,0.14,0.64,0.0,0.01,0.01,0.22,0.03,0.29,0.0,0.01,0.0,0.05,0.09,0.45,0.0,0.02,0.01,0.15
1702,도야족발신제주점,제주시,노형동,제주시내,한식,족발,0.09,0.08,0.01,0.03,0.02,0.06,0.16,0.17,0.01,0.04,0.02,0.09,0.11,0.22,0.0,0.0,0.01,0.03,0.12,0.16,0.01,0.02,0.02,0.06
1703,벼락떡볶이제주점,제주시,노형동,제주시내,간식,분식,0.08,0.19,0.0,0.03,0.01,0.1,0.16,0.36,0.0,0.01,0.01,0.13,0.09,0.36,0.0,0.02,0.01,0.07,0.11,0.3,0.0,0.02,0.01,0.1
1704,칭쯔지,제주시,노형동,제주시내,한식,단품요리 전문,0.03,0.03,0.01,0.03,0.01,0.04,0.05,0.11,0.0,0.01,0.01,0.05,0.01,0.05,0.0,0.0,0.0,0.01,0.03,0.06,0.0,0.01,0.01,0.03
1705,필앤라이프제주,제주시,노형동,제주시내,한식,단품요리 전문,0.0,0.03,0.0,0.03,0.0,0.04,0.02,0.03,0.0,0.02,0.0,0.03,0.01,0.05,0.0,0.05,0.01,0.05,0.01,0.04,0.0,0.03,0.0,0.04
1706,별빛가루,제주시,노형동,제주시내,한식,단품요리 전문,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.03,0.0,0.03
1707,오닉스,제주시,노형동,제주시내,한식,단품요리 전문,5.23,0.76,0.01,0.02,0.38,0.29,8.1,1.12,0.18,0.09,0.82,0.44,2.21,1.05,0.06,0.02,0.23,0.17,5.18,0.98,0.08,0.04,0.48,0.3
1708,봄날의춘천,제주시,노형동,제주시내,한식,가정식,2.55,1.06,0.01,0.02,0.19,0.4,1.57,0.84,0.01,0.02,0.13,0.29,0.54,0.64,0.02,0.04,0.06,0.12,1.55,0.85,0.01,0.03,0.13,0.27
1709,노형토종닭,제주시,노형동,제주시내,한식,치킨,2.1,0.63,0.01,0.02,0.15,0.24,2.38,0.89,0.01,0.03,0.2,0.32,1.71,1.4,0.01,0.03,0.15,0.23,2.06,0.97,0.01,0.03,0.17,0.26
1710,헝그리닭발포차,제주시,노형동,제주시내,한식,치킨,1.54,1.19,0.01,0.02,0.11,0.45,1.47,1.09,0.01,0.04,0.13,0.39,0.43,0.86,0.0,0.01,0.04,0.13,1.15,1.05,0.01,0.02,0.09,0.32
1711,돼지아빠,제주시,노형동,제주시내,한식,돼지고기,1.44,0.49,0.01,0.02,0.11,0.19,1.16,0.39,0.01,0.02,0.1,0.15,0.3,0.29,0.0,0.0,0.02,0.04,0.97,0.39,0.01,0.01,0.08,0.13
1712,블루레인,제주시,노형동,제주시내,한식,단품요리 전문,1.29,0.19,0.03,0.02,0.12,0.09,1.23,0.22,0.01,0.01,0.11,0.08,0.25,0.12,0.01,0.0,0.03,0.02,0.92,0.18,0.02,0.01,0.09,0.06
1713,지중해참치,제주시,노형동,제주시내,아시아음식,참치,1.18,0.24,0.03,0.02,0.11,0.11,1.91,0.42,0.01,0.01,0.16,0.15,0.74,0.36,0.01,0.01,0.07,0.06,1.28,0.34,0.02,0.01,0.11,0.11
1714,해뜨는아구찜뼈감탕,제주시,노형동,제주시내,한식,아구찜,1.17,0.9,0.01,0.02,0.09,0.34,1.23,1.14,0.0,0.0,0.1,0.37,0.21,0.4,0.0,0.0,0.02,0.06,0.87,0.81,0.0,0.01,0.07,0.26
1715,노가리앤비어  노형점,제주시,노형동,제주시내,주점및주류판매,맥주/요리주점,1.05,0.9,0.0,0.02,0.08,0.34,1.35,1.03,0.03,0.07,0.13,0.4,0.36,0.91,0.01,0.03,0.04,0.16,0.92,0.95,0.01,0.04,0.08,0.3
1716,부가네얼큰이한라점,제주시,노형동,제주시내,한식,가정식,1.0,1.06,0.0,0.02,0.07,0.4,1.43,1.54,0.02,0.06,0.13,0.55,0.37,0.86,0.0,0.01,0.03,0.13,0.93,1.15,0.01,0.03,0.08,0.36
1717,노형탑부평,제주시,노형동,제주시내,한식,가정식,0.96,0.41,0.02,0.02,0.08,0.17,0.28,0.11,0.01,0.02,0.03,0.05,0.49,0.19,0.01,0.01,0.05,0.03,0.58,0.24,0.01,0.02,0.05,0.08
1718,누나네,제주시,노형동,제주시내,한식,가정식,0.87,0.79,0.0,0.02,0.06,0.3,0.71,0.61,0.01,0.07,0.06,0.26,0.48,0.88,0.0,0.0,0.04,0.13,0.69,0.76,0.0,0.03,0.05,0.23
1719,피자알볼로노형점,제주시,노형동,제주시내,패스트푸드,피자,0.85,0.98,0.0,0.02,0.06,0.37,1.05,0.84,0.03,0.06,0.11,0.33,0.28,0.84,0.0,0.0,0.02,0.12,0.73,0.89,0.01,0.03,0.06,0.27
1720,우돈숯불,제주시,노형동,제주시내,한식,고기,0.84,0.35,0.01,0.02,0.06,0.15,1.32,0.56,0.03,0.05,0.13,0.23,0.48,0.45,0.01,0.02,0.05,0.08,0.88,0.45,0.02,0.03,0.08,0.15
1721,스시황,제주시,노형동,제주시내,아시아음식,일식,0.78,0.49,0.01,0.02,0.06,0.19,0.77,0.59,0.02,0.04,0.08,0.23,0.36,0.6,0.01,0.02,0.03,0.1,0.64,0.56,0.01,0.03,0.06,0.17
1722,와인치킨베리웰,제주시,노형동,제주시내,패스트푸드,치킨,0.75,0.76,0.01,0.02,0.06,0.29,0.7,0.61,0.0,0.0,0.06,0.2,0.23,0.62,0.0,0.01,0.02,0.1,0.56,0.66,0.0,0.01,0.05,0.2
1723,월랑다호,제주시,노형동,제주시내,한식,가정식,0.71,0.24,0.02,0.02,0.07,0.11,0.39,0.17,0.01,0.01,0.04,0.06,0.22,0.19,0.0,0.0,0.02,0.03,0.44,0.2,0.01,0.01,0.04,0.07
1724,성태주식회사,제주시,노형동,제주시내,아시아음식,중식,0.7,0.38,0.01,0.02,0.06,0.16,1.58,0.7,0.02,0.06,0.15,0.28,0.65,0.55,0.01,0.02,0.06,0.09,0.98,0.54,0.01,0.03,0.09,0.18
1725,너븐드르 우리어멍빙떡,제주시,노형동,제주시내,한식,가정식,0.68,0.22,0.01,0.02,0.05,0.1,0.44,0.11,0.0,0.0,0.04,0.04,0.1,0.12,0.0,0.0,0.01,0.02,0.41,0.15,0.0,0.01,0.03,0.05
1726,불닭공장 노형점,제주시,노형동,제주시내,한식,치킨,0.66,0.57,0.0,0.02,0.05,0.22,0.57,0.53,0.0,0.03,0.05,0.2,0.26,0.57,0.0,0.0,0.02,0.09,0.5,0.56,0.0,0.02,0.04,0.17
1727,마님,제주시,노형동,제주시내,한식,단품요리 전문,0.61,0.95,0.0,0.02,0.04,0.36,0.37,0.5,0.0,0.04,0.03,0.2,0.18,0.71,0.0,0.02,0.02,0.12,0.39,0.72,0.0,0.03,0.03,0.23
1728,열풍꼬치,제주시,노형동,제주시내,한식,가정식,0.6,0.41,0.01,0.02,0.05,0.17,0.43,0.33,0.01,0.02,0.04,0.13,0.14,0.22,0.0,0.0,0.01,0.03,0.39,0.32,0.01,0.01,0.03,0.11
1729,어드레감수강,제주시,노형동,제주시내,주점및주류판매,민속주점,0.58,0.63,0.0,0.02,0.04,0.24,0.53,0.56,0.01,0.03,0.05,0.21,0.2,0.47,0.0,0.02,0.02,0.08,0.44,0.55,0.0,0.02,0.04,0.18
1730,원호수아구찜,제주시,노형동,제주시내,한식,아구찜,0.57,0.41,0.01,0.02,0.04,0.17,0.7,0.53,0.01,0.01,0.06,0.18,0.24,0.4,0.0,0.01,0.02,0.07,0.5,0.45,0.01,0.01,0.04,0.14
1731,스탁,제주시,노형동,제주시내,양식,양식,0.55,0.27,0.0,0.02,0.04,0.12,0.36,0.2,0.02,0.06,0.05,0.12,0.3,0.29,0.01,0.02,0.03,0.06,0.4,0.25,0.01,0.03,0.04,0.1
1732,만리성,제주시,노형동,제주시내,한식,가정식,0.54,0.73,0.0,0.02,0.04,0.28,0.66,0.87,0.0,0.02,0.06,0.3,0.27,0.91,0.0,0.03,0.03,0.16,0.49,0.84,0.0,0.02,0.04,0.25
1733,행복한집,제주시,노형동,제주시내,한식,단품요리 전문,0.51,0.41,0.01,0.02,0.04,0.17,0.36,0.28,0.0,0.0,0.03,0.09,0.09,0.17,0.0,0.0,0.01,0.02,0.32,0.29,0.0,0.01,0.03,0.09
1734,놀부신제주점흥부찜닭공수간삼겹본능,제주시,노형동,제주시내,간식,돼지고기,0.46,0.35,0.0,0.02,0.03,0.15,0.2,0.22,0.0,0.03,0.02,0.1,0.07,0.22,0.0,0.01,0.01,0.04,0.24,0.26,0.0,0.02,0.02,0.1
1735,몬대이,제주시,노형동,제주시내,양식,양식,0.43,1.6,0.01,0.02,0.04,0.59,0.34,1.34,0.0,0.02,0.03,0.45,0.14,1.78,0.0,0.01,0.01,0.27,0.3,1.57,0.0,0.02,0.03,0.44
1736,꼬들목살집,제주시,노형동,제주시내,한식,가정식,0.4,0.14,0.02,0.02,0.04,0.07,0.27,0.14,0.0,0.0,0.02,0.05,0.1,0.09,0.01,0.01,0.02,0.02,0.26,0.12,0.01,0.01,0.03,0.05
1737,돈누리,제주시,노형동,제주시내,한식,돼지고기,0.4,0.14,0.01,0.02,0.04,0.07,1.52,0.25,0.0,0.0,0.12,0.08,0.35,0.26,0.0,0.0,0.03,0.04,0.76,0.22,0.0,0.01,0.06,0.06
1738,7번가피자신제주점,제주시,노형동,제주시내,패스트푸드,피자,0.37,0.46,0.0,0.02,0.03,0.18,0.3,0.42,0.0,0.01,0.03,0.15,0.16,0.45,0.0,0.0,0.02,0.07,0.28,0.44,0.0,0.01,0.03,0.13
1739,운명찜갈비,제주시,노형동,제주시내,한식,갈비,0.37,0.44,0.0,0.02,0.03,0.17,0.13,0.22,0.0,0.02,0.01,0.09,0.04,0.14,0.0,0.01,0.0,0.03,0.18,0.27,0.0,0.02,0.01,0.1
1740,진군길40,제주시,노형동,제주시내,한식,단품요리 전문,0.36,0.3,0.0,0.02,0.03,0.13,0.16,0.17,0.0,0.01,0.02,0.06,0.06,0.14,0.0,0.0,0.0,0.02,0.19,0.2,0.0,0.01,0.02,0.07
1741,난타오천 뜨란채점,제주시,노형동,제주시내,패스트푸드,피자,0.35,0.51,0.0,0.02,0.03,0.2,0.45,0.78,0.0,0.01,0.04,0.26,0.11,0.57,0.0,0.02,0.01,0.1,0.3,0.62,0.0,0.02,0.03,0.19
1742,고니노형점,제주시,노형동,제주시내,한식,단품요리 전문,0.35,0.51,0.0,0.02,0.03,0.2,0.19,0.42,0.0,0.0,0.02,0.14,0.07,0.33,0.0,0.01,0.01,0.06,0.2,0.42,0.0,0.01,0.02,0.13
1743,포산해장국,제주시,노형동,제주시내,한식,해장국,0.34,0.57,0.0,0.02,0.03,0.22,0.22,0.39,0.0,0.04,0.02,0.16,0.15,0.55,0.0,0.01,0.01,0.09,0.24,0.5,0.0,0.02,0.02,0.16
1744,노형주점,제주시,노형동,제주시내,한식,단품요리 전문,0.31,0.22,0.0,0.02,0.03,0.1,0.44,0.33,0.0,0.03,0.04,0.14,0.07,0.22,0.0,0.05,0.01,0.08,0.27,0.26,0.0,0.03,0.03,0.11
1745,올띠 남녕점,제주시,노형동,제주시내,한식,가정식,0.3,0.24,0.0,0.02,0.02,0.11,0.31,0.25,0.0,0.01,0.03,0.09,0.08,0.19,0.0,0.0,0.01,0.03,0.23,0.23,0.0,0.01,0.02,0.08
1746,레아스마카롱,제주시,노형동,제주시내,간식,마카롱,0.29,0.35,0.0,0.02,0.02,0.15,0.19,0.36,0.0,0.03,0.02,0.15,0.08,0.36,0.0,0.02,0.01,0.07,0.19,0.36,0.0,0.02,0.02,0.12
1747,집밥뚝딱 노형초등학교점,제주시,노형동,제주시내,음료,커피,0.28,0.57,0.0,0.02,0.02,0.22,0.51,0.98,0.0,0.02,0.04,0.34,0.15,0.78,0.0,0.0,0.01,0.12,0.31,0.78,0.0,0.01,0.02,0.23
1748,청춘쌀핫도그남녕점,제주시,노형동,제주시내,간식,베이커리,0.27,0.98,0.0,0.02,0.02,0.37,0.27,1.09,0.0,0.02,0.02,0.37,0.1,0.81,0.0,0.03,0.01,0.14,0.21,0.96,0.0,0.02,0.02,0.29
1749,제주명월집,제주시,노형동,제주시내,한식,가정식,0.25,0.35,0.01,0.02,0.02,0.15,0.17,0.22,0.0,0.0,0.01,0.07,0.01,0.05,0.0,0.0,0.0,0.01,0.14,0.21,0.0,0.01,0.01,0.08
1750,부자떡집,제주시,노형동,제주시내,간식,베이커리,0.25,0.32,0.0,0.02,0.02,0.14,0.54,0.81,0.0,0.03,0.05,0.29,0.07,0.24,0.0,0.0,0.01,0.04,0.29,0.46,0.0,0.02,0.03,0.16
1751,자담치킨 노형점,제주시,노형동,제주시내,패스트푸드,치킨,0.24,0.24,0.0,0.02,0.02,0.11,0.25,0.36,0.01,0.04,0.03,0.15,0.12,0.4,0.0,0.0,0.01,0.06,0.2,0.33,0.0,0.02,0.02,0.11
1752,삼춘네철판동태아구찜,제주시,노형동,제주시내,한식,아구찜,0.23,0.11,0.01,0.02,0.02,0.06,0.2,0.28,0.01,0.03,0.02,0.12,0.09,0.24,0.0,0.02,0.01,0.05,0.17,0.21,0.01,0.02,0.02,0.08
1753,그분포차,제주시,노형동,제주시내,한식,가정식,0.22,0.14,0.0,0.02,0.02,0.07,0.24,0.25,0.0,0.0,0.02,0.08,0.18,0.33,0.0,0.01,0.02,0.06,0.21,0.24,0.0,0.01,0.02,0.07
1754,정든주막,제주시,노형동,제주시내,주점및주류판매,민속주점,0.2,0.14,0.01,0.02,0.02,0.07,0.07,0.05,0.0,0.01,0.01,0.03,0.04,0.09,0.0,0.0,0.0,0.01,0.1,0.09,0.0,0.01,0.01,0.04
1755,혜자,제주시,노형동,제주시내,간식,분식,0.19,0.27,0.0,0.02,0.02,0.12,0.11,0.2,0.01,0.09,0.02,0.15,0.02,0.17,0.0,0.02,0.0,0.04,0.11,0.21,0.0,0.04,0.01,0.1
1756,다다미,제주시,노형동,제주시내,한식,가정식,0.18,0.11,0.01,0.02,0.02,0.06,0.35,0.14,0.0,0.0,0.03,0.05,0.3,0.29,0.0,0.0,0.03,0.04,0.28,0.18,0.0,0.01,0.03,0.05
1757,기라,제주시,노형동,제주시내,간식,분식,0.18,0.65,0.0,0.02,0.01,0.25,0.11,0.64,0.0,0.0,0.01,0.21,0.13,0.93,0.0,0.01,0.01,0.14,0.14,0.74,0.0,0.01,0.01,0.2
1758,김박사푸드,제주시,노형동,제주시내,한식,가정식,0.17,0.11,0.0,0.02,0.01,0.06,0.14,0.14,0.0,0.02,0.01,0.06,0.04,0.09,0.0,0.0,0.0,0.01,0.12,0.11,0.0,0.01,0.01,0.04
1759,제주초밥,제주시,노형동,제주시내,아시아음식,일식,0.16,0.11,0.0,0.02,0.02,0.06,0.73,0.73,0.03,0.1,0.08,0.33,0.09,0.17,0.0,0.02,0.01,0.04,0.33,0.34,0.01,0.05,0.04,0.14
1760,플로리안인제주,제주시,노형동,제주시내,한식,단품요리 전문,0.15,0.19,0.0,0.02,0.01,0.09,0.24,0.53,0.0,0.0,0.02,0.17,0.06,0.19,0.0,0.0,0.01,0.03,0.15,0.3,0.0,0.01,0.01,0.1
1761,츄러스1500제주노형점,제주시,노형동,제주시내,한식,단품요리 전문,0.15,0.59,0.0,0.02,0.01,0.23,0.11,0.42,0.0,0.05,0.01,0.18,0.04,0.47,0.0,0.0,0.0,0.07,0.1,0.49,0.0,0.02,0.01,0.16
1762,구움디저트,제주시,노형동,제주시내,한식,단품요리 전문,0.15,0.51,0.0,0.02,0.01,0.2,0.16,0.56,0.0,0.06,0.02,0.24,0.08,0.62,0.0,0.02,0.01,0.1,0.13,0.56,0.0,0.03,0.01,0.18
